진료년도,주상병코드,성별,입원외래구분,환자수(명),청구건수(건),요양급여비용(원)
2016,N17,여,외래,6836 ,19085 ,1301331430 
2016,N17,남,입원,6587 ,8287 ,24975571370 
2016,N17,여,입원,5273 ,6940 ,20860921440 
2016,N18,남,외래,114444 ,3963377 ,721290646760 
2016,N18,여,외래,70293 ,2790179 ,519948380250 
2016,N18,남,입원,23215 ,62160 ,191502948910 
2016,N18,여,입원,18480 ,58756 ,181959285610 
2016,N19,남,외래,8561 ,25259 ,1277382920 
2016,N19,여,외래,5585 ,15637 ,858154640 
2016,N19,남,입원,861 ,1272 ,2242512690 
2016,N19,여,입원,788 ,1364 ,2605884630 
2016,N20,남,외래,162266 ,430746 ,108123690440 
2016,N20,여,외래,82677 ,206453 ,42523029330 
2016,N20,남,입원,37736 ,45101 ,44165865170 
2016,N20,여,입원,19841 ,24021 ,27243798700 
2016,N21,남,외래,20743 ,31363 ,3133057310 
2016,N21,여,외래,9499 ,13206 ,1067136980 
2016,N21,남,입원,3088 ,3329 ,3366721340 
2016,N21,여,입원,1156 ,1266 ,1278445610 
2016,N22,남,외래,526 ,749 ,42238220 
2016,N22,여,외래,267 ,371 ,22397090 
2016,N22,남,입원,27 ,27 ,15101460 
2016,N22,여,입원,26 ,27 ,18016200 
2016,N23,남,외래,2791 ,3606 ,472507350 
2016,N23,여,외래,2451 ,3316 ,308541110 
2016,N23,남,입원,258 ,271 ,85249570 
2016,N23,여,입원,189 ,201 ,79150340 
2016,N25,남,외래,456 ,1504 ,117054610 
2016,N25,여,외래,455 ,1936 ,159322280 
2016,N25,남,입원,37 ,46 ,79676890 
2016,N25,여,입원,51 ,70 ,162903720 
2016,N26,남,외래,318 ,923 ,53080350 
2016,N26,여,외래,377 ,1172 ,66871350 
2016,N26,남,입원,22 ,22 ,67015170 
2016,N26,여,입원,52 ,58 ,203122430 
2016,N27,남,외래,221 ,554 ,28812660 
2016,N27,여,외래,285 ,823 ,63854770 
2016,N27,남,입원,4 ,4 ,8085650 
2016,N28,남,외래,27127 ,55791 ,4689091050 
2016,N28,여,외래,24885 ,47447 ,3669343710 
2016,N28,남,입원,1688 ,1885 ,3248449890 
2016,N28,여,입원,1549 ,1709 ,2880502950 
2016,N29,남,외래,529 ,919 ,42115960 
2016,N29,여,외래,790 ,1343 ,51683570 
2016,N29,남,입원,10 ,12 ,18295680 
2016,N29,여,입원,14 ,14 ,19105960 
2016,N30,남,외래,97585 ,177093 ,4396267040 
2016,N30,여,외래,1541637 ,3557304 ,73272691890 
2016,N30,남,입원,2340 ,2646 ,2818263040 
2016,N30,여,입원,11812 ,12977 ,9732369620 
2016,N31,남,외래,133415 ,370556 ,10523410540 
2016,N31,여,외래,230545 ,625471 ,15890569530 
2016,N31,남,입원,1270 ,1784 ,1777100750 
2016,N31,여,입원,2167 ,2905 ,2999250670 
2016,N32,남,외래,15717 ,37401 ,1203007310 
2016,N32,여,외래,42543 ,97296 ,2853625120 
2016,N32,남,입원,475 ,532 ,1079677010 
2016,N32,여,입원,423 ,555 ,1192257730 
2016,N33,남,외래,167 ,386 ,11066110 
2016,N33,여,외래,569 ,1190 ,24365400 
2016,N33,남,입원,4 ,5 ,5402620 
2016,N33,여,입원,7 ,9 ,9919380 
2016,N34,남,외래,376156 ,961976 ,35167459990 
2016,N34,여,외래,70126 ,134511 ,3407715860 
2016,N34,남,입원,198 ,213 ,173654970 
2016,N34,여,입원,233 ,263 ,224246810 
2016,N35,남,외래,3959 ,16445 ,1087259790 
2016,N35,여,외래,591 ,1743 ,114970780 
2016,N35,남,입원,1146 ,1502 ,2471101960 
2016,N35,여,입원,66 ,82 ,126602040 
2016,N36,남,외래,1289 ,2552 ,96883550 
2016,N36,여,외래,3690 ,8864 ,457388010 
2016,N36,남,입원,177 ,200 ,342878690 
2016,N36,여,입원,892 ,952 ,938643910 
2016,N37,남,외래,2051 ,3807 ,131728050 
2016,N37,여,외래,940 ,1479 ,26206140 
2016,N37,남,입원,7 ,7 ,8479380 
2016,N37,여,입원,11 ,13 ,15033540 
2016,N39,남,외래,114960 ,210378 ,6769652480 
2016,N39,여,외래,322109 ,662898 ,25105825390 
2016,N39,남,입원,11738 ,13938 ,22689705030 
2016,N39,여,입원,50226 ,56319 ,79995444950 
2016,N40,남,외래,1130960 ,5242232 ,126602703410 
2016,N40,남,입원,25984 ,32607 ,30127379730 
2016,N41,남,외래,255697 ,873676 ,26127387920 
2016,N41,남,입원,3364 ,3768 ,4958530840 
2016,N42,남,외래,9849 ,22281 ,662891870 
2016,N42,남,입원,550 ,644 ,366404850 
2016,N43,남,외래,15902 ,35611 ,1354633810 
2016,N43,남,입원,4336 ,4513 ,4695285450 
2016,N44,남,외래,2061 ,3217 ,95956050 
2016,N44,남,입원,629 ,679 ,960067800 
2016,N45,남,외래,56923 ,147973 ,3703044030 
2016,N45,남,입원,2526 ,2842 ,2700161680 
2016,N46,남,외래,63114 ,94113 ,3774702260 
2016,N46,남,입원,410 ,416 ,439952230 
2016,N47,남,외래,8074 ,11974 ,348692040 
2016,N47,남,입원,181 ,192 ,114592270 
2016,N48,남,외래,133640 ,206913 ,4278941160 
2016,N48,남,입원,1066 ,1140 ,837055860 
2016,N49,남,외래,8955 ,18169 ,523965310 
2016,N49,남,입원,575 ,743 ,2111539960 
2016,N50,남,외래,8633 ,15978 ,504753830 
2016,N50,남,입원,267 ,276 ,284883810 
2016,N51,남,외래,3201 ,4960 ,122036160 
2016,N51,남,입원,74 ,92 ,101344900 
2016,N60,남,외래,655 ,1077 ,46137780 
2016,N60,여,외래,205166 ,330504 ,11971761940 
2016,N60,남,입원,14 ,14 ,9838440 
2016,N60,여,입원,8236 ,8524 ,2836056500 
2016,N61,남,외래,663 ,1997 ,50316220 
2016,N61,여,외래,32504 ,79796 ,1842529230 
2016,N61,남,입원,39 ,43 ,33004180 
2016,N61,여,입원,1089 ,1243 ,999747330 
2016,N62,남,외래,15169 ,31045 ,1517576880 
2016,N62,여,외래,4506 ,7921 ,387396870 
2016,N62,남,입원,1917 ,1999 ,2134498380 
2016,N62,여,입원,174 ,176 ,146324910 
2016,N63,남,외래,1014 ,1607 ,59985970 
2016,N63,여,외래,151475 ,241309 ,9487687170 
2016,N63,남,입원,17 ,19 ,13809720 
2016,N63,여,입원,8606 ,9040 ,2390234300 
2016,N64,남,외래,3099 ,4063 ,110840850 
2016,N64,여,외래,426768 ,542572 ,16982995670 
2016,N64,남,입원,36 ,37 ,37793130 
2016,N64,여,입원,3428 ,3711 ,1691699610 
2016,N70,여,외래,24441 ,54396 ,1569381600 
2016,N70,여,입원,3137 ,3497 ,6789730860 
2016,N71,여,외래,130829 ,260750 ,6538977950 
2016,N71,여,입원,609 ,672 ,843408860 
2016,N72,여,외래,1175407 ,2138379 ,53852242670 
2016,N72,여,입원,801 ,828 ,501334050 
2016,N73,여,외래,227484 ,500138 ,15143100970 
2016,N73,여,입원,11074 ,12334 ,11993579740 
2016,N74,여,외래,21508 ,40529 ,1254897590 
2016,N74,여,입원,371 ,387 ,385382570 
2016,N75,여,외래,26787 ,67034 ,3105139100 
2016,N75,여,입원,2097 ,2177 ,1112007820 
2016,N76,여,외래,1539757 ,3037988 ,67445703190 
2016,N76,여,입원,1113 ,1186 ,908125310 
2016,N77,여,외래,65655 ,122579 ,2956911450 
2016,N77,여,입원,65 ,79 ,45234010 
2016,N80,여,외래,101352 ,233149 ,10680717520 
2016,N80,여,입원,15655 ,17444 ,40055149900 
2016,N81,여,외래,23045 ,64652 ,2796494090 
2016,N81,여,입원,7417 ,7968 ,15155210410 
2016,N82,여,외래,687 ,2806 ,222706150 
2016,N82,여,입원,256 ,351 ,1084443890 
2016,N83,여,외래,86505 ,148062 ,6848792170 
2016,N83,여,입원,14557 ,15486 ,31025005430 
2016,N84,여,외래,107280 ,189936 ,11325351100 
2016,N84,여,입원,14180 ,14471 ,6611112680 
2016,N85,여,외래,43643 ,91558 ,4517829850 
2016,N85,여,입원,4940 ,5305 ,4914971170 
2016,N86,여,외래,206524 ,368808 ,11839950520 
2016,N86,여,입원,146 ,150 ,51800570 
2016,N87,여,외래,163328 ,394165 ,23968975550 
2016,N87,여,입원,8754 ,9199 ,4898699600 
2016,N88,여,외래,9409 ,13494 ,498508780 
2016,N88,여,입원,653 ,705 ,631868800 
2016,N89,여,외래,16216 ,22011 ,652530550 
2016,N89,여,입원,274 ,289 ,184741980 
2016,N90,여,외래,7457 ,11125 ,301134690 
2016,N90,여,입원,230 ,241 ,154825090 
2016,N91,여,외래,363778 ,531318 ,14603377220 
2016,N91,여,입원,199 ,201 ,135608650 
2016,N92,여,외래,246191 ,360364 ,9350392050 
2016,N92,여,입원,959 ,1011 ,562524860 
2016,N93,여,외래,431322 ,702642 ,22500590890 
2016,N93,여,입원,9633 ,10229 ,4742650080 
2016,N94,여,외래,180625 ,272575 ,5604540020 
2016,N94,여,입원,2443 ,2663 ,679028270 
2016,N95,여,외래,678910 ,2030657 ,33976531500 
2016,N95,여,입원,495 ,533 ,228371560 
2016,N96,여,외래,5029 ,11016 ,698261430 
2016,N96,여,입원,24 ,29 ,7299470 
2016,N97,여,외래,155288 ,781951 ,23403802910 
2016,N97,여,입원,464 ,483 ,564266250 
2016,N98,여,외래,1817 ,3662 ,108324810 
2016,N98,여,입원,888 ,1007 ,733383090 
2016,N99,남,외래,296 ,620 ,36311030 
2016,N99,여,외래,763 ,1781 ,71631250 
2016,N99,남,입원,48 ,54 ,91560670 
2016,N99,여,입원,270 ,280 ,498250180 
2016,O00,여,외래,16331 ,46584 ,1437468060 
2016,O00,여,입원,6438 ,7051 ,9871084980 
2016,O01,여,외래,1367 ,6822 ,268439710 
2016,O01,여,입원,313 ,377 ,340638260 
2016,O02,여,외래,63143 ,172088 ,12112008020 
2016,O02,여,입원,9262 ,9543 ,3510470070 
2016,O03,여,외래,15383 ,27007 ,968033460 
2016,O03,여,입원,1138 ,1167 ,560380480 
2016,O04,여,외래,542 ,915 ,36268930 
2016,O04,여,입원,198 ,202 ,141363410 
2016,O05,여,외래,1246 ,2125 ,72239650 
2016,O05,여,입원,135 ,138 ,91324800 
2016,O06,여,외래,2133 ,3602 ,128021680 
2016,O06,여,입원,282 ,287 ,175153890 
2016,O07,여,외래,19 ,51 ,1648880 
2016,O07,여,입원,1 ,1 ,379280 
2016,O08,여,외래,3170 ,5263 ,139955290 
2016,O08,여,입원,110 ,115 ,121957490 
2016,O10,여,외래,577 ,1234 ,39599030 
2016,O10,여,입원,114 ,123 ,177722740 
2016,O11,여,외래,145 ,379 ,13776530 
2016,O11,여,입원,140 ,174 ,322481250 
2016,O12,여,외래,1677 ,2250 ,60379320 
2016,O12,여,입원,54 ,55 ,51472620 
2016,O13,여,외래,2102 ,4617 ,144172780 
2016,O13,여,입원,1084 ,1154 ,1837819080 
2016,O14,여,외래,1487 ,3344 ,122618860 
2016,O14,여,입원,2124 ,2569 ,4881161310 
2016,O15,여,외래,56 ,119 ,3193820 
2016,O15,여,입원,48 ,52 ,121222340 
2016,O16,여,외래,725 ,1880 ,54036250 
2016,O16,여,입원,122 ,131 ,162594410 
2016,O20,여,외래,52209 ,93643 ,2714462030 
2016,O20,여,입원,8818 ,10182 ,4066638560 
2016,O21,여,외래,21224 ,35651 ,879769740 
2016,O21,여,입원,3087 ,4316 ,1648800870 
2016,O22,여,외래,829 ,1087 ,38471550 
2016,O22,여,입원,36 ,38 ,43736210 
2016,O23,여,외래,19045 ,29111 ,1044785530 
2016,O23,여,입원,483 ,529 ,335227580 
2016,O24,여,외래,61791 ,129243 ,4353161790 
2016,O24,여,입원,1252 ,1367 ,1468453290 
2016,O25,여,외래,19 ,21 ,574670 
2016,O25,여,입원,1 ,1 ,97660 
2016,O26,여,외래,13970 ,54232 ,2133679710 
2016,O26,여,입원,485 ,537 ,475702620 
2016,O28,여,외래,5923 ,8086 ,382186370 
2016,O28,여,입원,42 ,43 ,30234050 
2016,O29,여,외래,19 ,24 ,1260780 
2016,O29,여,입원,2 ,2 ,402650 
2016,O30,여,외래,9296 ,42760 ,2594728830 
2016,O30,여,입원,4107 ,4897 ,9779752530 
2016,O31,여,외래,149 ,459 ,20691470 
2016,O31,여,입원,61 ,72 ,138912960 
2016,O32,여,외래,5706 ,9242 ,477245670 
2016,O32,여,입원,8561 ,8782 ,16402347500 
2016,O33,여,외래,8235 ,9902 ,738744560 
2016,O33,여,입원,17932 ,18098 ,32592143770 
2016,O34,여,외래,22657 ,59722 ,3365576450 
2016,O34,여,입원,33435 ,35009 ,61430094000 
2016,O35,여,외래,4492 ,8882 ,577733630 
2016,O35,여,입원,395 ,425 ,624250170 
2016,O36,여,외래,4878 ,8643 ,517080930 
2016,O36,여,입원,2975 ,3145 ,3999385430 
2016,O40,여,외래,366 ,713 ,48890500 
2016,O40,여,입원,132 ,155 ,275271650 
2016,O41,여,외래,2563 ,3930 ,167353960 
2016,O41,여,입원,1133 ,1248 ,1766246210 
2016,O42,여,외래,7166 ,9433 ,355661340 
2016,O42,여,입원,10643 ,11621 ,15956141650 
2016,O43,여,외래,150 ,359 ,17705620 
2016,O43,여,입원,122 ,134 ,257323200 
2016,O44,여,외래,2554 ,6364 ,360759720 
2016,O44,여,입원,3504 ,4410 ,8389512550 
2016,O45,여,외래,170 ,313 ,10222600 
2016,O45,여,입원,850 ,889 ,1913522130 
2016,O46,여,외래,1360 ,1631 ,109042130 
2016,O46,여,입원,482 ,512 ,322427620 
2016,O47,여,외래,16957 ,22783 ,1299443160 
2016,O47,여,입원,3829 ,4209 ,2990912940 
2016,O48,여,외래,232 ,278 ,8507010 
2016,O48,여,입원,481 ,483 ,626668070 
2016,O60,여,외래,22609 ,35205 ,1884491900 
2016,O60,여,입원,23796 ,30472 ,37063363150 
2016,O61,여,외래,217 ,282 ,8524470 
2016,O61,여,입원,4340 ,4528 ,5565165390 
2016,O62,여,외래,456 ,688 ,26203770 
2016,O62,여,입원,1024 ,1039 ,1707848390 
2016,O63,여,외래,215 ,276 ,5187530 
2016,O63,여,입원,6944 ,7394 ,9444585880 
2016,O64,여,외래,190 ,300 ,8847430 
2016,O64,여,입원,1576 ,1592 ,2933598890 
2016,O65,여,외래,469 ,862 ,18607130 
2016,O65,여,입원,12285 ,12310 ,22841839020 
2016,O66,여,외래,112 ,159 ,4426840 
2016,O66,여,입원,4302 ,4347 ,7945843470 
2016,O67,여,외래,23 ,30 ,895240 
2016,O67,여,입원,10 ,10 ,14512970 
2016,O68,여,외래,390 ,687 ,18711530 
2016,O68,여,입원,7820 ,7974 ,14679907470 
2016,O69,여,외래,40 ,76 ,3166150 
2016,O69,여,입원,164 ,171 ,336672600 
2016,O70,여,외래,666 ,1092 ,19744420 
2016,O70,여,입원,389 ,400 ,486822040 
2016,O71,여,외래,547 ,964 ,25325640 
2016,O71,여,입원,171 ,183 ,326730140 
2016,O72,여,외래,5214 ,7964 ,237547560 
2016,O72,여,입원,1612 ,1841 ,4475838840 
2016,O73,여,외래,957 ,1394 ,63292960 
2016,O73,여,입원,75 ,75 ,51563800 
2016,O74,여,외래,19 ,25 ,1238090 
2016,O74,여,입원,6 ,6 ,8150040 
2016,O75,여,외래,866 ,1443 ,30956590 
2016,O75,여,입원,1106 ,1116 ,1907933050 
2016,O80,여,외래,12103 ,17421 ,420874730 
2016,O80,여,입원,163132 ,166041 ,182907953980 
2016,O81,여,외래,1290 ,1751 ,28412590 
2016,O81,여,입원,18855 ,19208 ,24473392730 
2016,O82,여,외래,20809 ,29035 ,847338480 
2016,O82,여,입원,63857 ,64088 ,116223003370 
2016,O83,여,외래,915 ,1263 ,24739170 
2016,O83,여,입원,26011 ,26448 ,30062421080 
2016,O84,여,외래,422 ,589 ,23721530 
2016,O84,여,입원,1591 ,1648 ,3010150240 
2016,O85,여,외래,129 ,221 ,8856090 
2016,O85,여,입원,73 ,74 ,89269700 
2016,O86,여,외래,41043 ,69436 ,1051916600 
2016,O86,여,입원,344 ,355 ,216152090 
2016,O87,여,외래,877 ,1130 ,21212680 
2016,O87,여,입원,23 ,24 ,27609310 
2016,O88,여,외래,4 ,6 ,371560 
2016,O88,여,입원,16 ,24 ,365596180 
2016,O89,여,외래,28 ,37 ,1964900 
2016,O89,여,입원,7 ,7 ,2269540 
2016,O90,여,외래,16210 ,29560 ,611780770 
2016,O90,여,입원,330 ,343 ,381535220 
2016,O91,여,외래,23020 ,34902 ,566259540 
2016,O91,여,입원,212 ,220 ,92359660 
2016,O92,여,외래,8855 ,11478 ,253232480 
2016,O92,여,입원,18 ,18 ,4366970 
2016,O94,여,외래,77 ,85 ,1518480 
2016,O95,여,외래,1 ,1 ,10750 
2016,O98,여,외래,768 ,1182 ,80553890 
2016,O98,여,입원,139 ,144 ,162600640 
2016,O99,여,외래,49422 ,86085 ,2816049690 
2016,O99,여,입원,2299 ,2452 ,2966726870 
2016,P00,남,외래,360 ,625 ,20491760 
2016,P00,여,외래,424 ,757 ,26576540 
2016,P00,남,입원,307 ,456 ,508606710 
2016,P00,여,입원,330 ,466 ,535991440 
2016,P01,남,외래,270 ,544 ,15571830 
2016,P01,여,외래,390 ,633 ,22342020 
2016,P01,남,입원,381 ,592 ,672619080 
2016,P01,여,입원,400 ,579 ,562402030 
2016,P02,남,외래,52 ,88 ,5520410 
2016,P02,여,외래,58 ,99 ,4869890 
2016,P02,남,입원,51 ,52 ,96329380 
2016,P02,여,입원,36 ,41 ,116862980 
2016,P03,남,외래,178 ,240 ,4646320 
2016,P03,여,외래,165 ,251 ,5886730 
2016,P03,남,입원,335 ,644 ,287194080 
2016,P03,여,입원,321 ,586 ,233908470 
2016,P04,남,외래,15 ,21 ,522380 
2016,P04,여,외래,29 ,53 ,1512250 
2016,P04,남,입원,10 ,10 ,17071780 
2016,P04,여,입원,21 ,21 ,35294870 
2016,P05,남,외래,1130 ,3672 ,434288560 
2016,P05,여,외래,1432 ,4492 ,435730130 
2016,P05,남,입원,305 ,377 ,1355078580 
2016,P05,여,입원,404 ,549 ,1827453410 
2016,P07,남,외래,8766 ,32388 ,1817681890 
2016,P07,여,외래,7395 ,25878 ,1453794000 
2016,P07,남,입원,3723 ,7690 ,68926724290 
2016,P07,여,입원,3349 ,6759 ,61551003190 
2016,P08,남,외래,177 ,284 ,7019000 
2016,P08,여,외래,114 ,171 ,3930310 
2016,P08,남,입원,203 ,272 ,249569890 
2016,P08,여,입원,117 ,136 ,102276390 
2016,P10,남,외래,38 ,115 ,3663640 
2016,P10,여,외래,26 ,35 ,1049070 
2016,P10,남,입원,10 ,10 ,34235450 
2016,P10,여,입원,7 ,7 ,36755480 
2016,P11,남,외래,88 ,610 ,22721940 
2016,P11,여,외래,43 ,326 ,12834020 
2016,P11,남,입원,29 ,30 ,308977040 
2016,P11,여,입원,13 ,16 ,135040640 
2016,P12,남,외래,609 ,917 ,22758810 
2016,P12,여,외래,444 ,644 ,15513130 
2016,P12,남,입원,72 ,83 ,178231590 
2016,P12,여,입원,52 ,58 ,105077720 
2016,P13,남,외래,717 ,993 ,22593760 
2016,P13,여,외래,652 ,947 ,20291730 
2016,P13,남,입원,151 ,184 ,75155130 
2016,P13,여,입원,124 ,148 ,65781520 
2016,P14,남,외래,89 ,1397 ,32817050 
2016,P14,여,외래,78 ,1395 ,39910930 
2016,P14,남,입원,7 ,8 ,27226870 
2016,P14,여,입원,14 ,14 ,38340260 
2016,P15,남,외래,199 ,295 ,5158100 
2016,P15,여,외래,205 ,353 ,6055950 
2016,P15,남,입원,2 ,2 ,1862990 
2016,P15,여,입원,6 ,6 ,11524100 
2016,P20,남,외래,228 ,401 ,10359990 
2016,P20,여,외래,187 ,363 ,9920480 
2016,P20,남,입원,183 ,235 ,609445740 
2016,P20,여,입원,151 ,182 ,454723760 
2016,P21,남,외래,164 ,648 ,29704010 
2016,P21,여,외래,112 ,472 ,28094320 
2016,P21,남,입원,159 ,211 ,1203947860 
2016,P21,여,입원,135 ,184 ,1117798040 
2016,P22,남,외래,6751 ,72690 ,6178259240 
2016,P22,여,외래,5178 ,54790 ,4828058590 
2016,P22,남,입원,3302 ,11781 ,50498937460 
2016,P22,여,입원,2465 ,8553 ,37059730200 
2016,P23,남,외래,442 ,633 ,13308580 
2016,P23,여,외래,821 ,1601 ,47264120 
2016,P23,남,입원,290 ,338 ,1264199520 
2016,P23,여,입원,170 ,184 ,605229800 
2016,P24,남,외래,709 ,1332 ,37423160 
2016,P24,여,외래,520 ,985 ,25093580 
2016,P24,남,입원,636 ,1387 ,3634356750 
2016,P24,여,입원,565 ,1140 ,2390374620 
2016,P25,남,외래,87 ,153 ,3464880 
2016,P25,여,외래,46 ,70 ,1913940 
2016,P25,남,입원,99 ,109 ,457165480 
2016,P25,여,입원,39 ,41 ,184414860 
2016,P26,남,외래,4 ,5 ,1578140 
2016,P26,여,외래,8 ,10 ,893490 
2016,P26,남,입원,4 ,4 ,53231180 
2016,P26,여,입원,4 ,4 ,29131250 
2016,P27,남,외래,307 ,1333 ,288259160 
2016,P27,여,외래,248 ,963 ,201281610 
2016,P27,남,입원,60 ,88 ,877029230 
2016,P27,여,입원,43 ,89 ,1190717860 
2016,P28,남,외래,1033 ,1525 ,64774840 
2016,P28,여,외래,955 ,1286 ,65941790 
2016,P28,남,입원,384 ,536 ,1193727720 
2016,P28,여,입원,354 ,479 ,1234827040 
2016,P29,남,외래,172 ,330 ,12284480 
2016,P29,여,외래,133 ,226 ,6790070 
2016,P29,남,입원,115 ,146 ,1072071700 
2016,P29,여,입원,89 ,98 ,658012070 
2016,P35,남,외래,141 ,374 ,17535510 
2016,P35,여,외래,192 ,367 ,16249160 
2016,P35,남,입원,27 ,32 ,143232620 
2016,P35,여,입원,14 ,14 ,74562060 
2016,P36,남,외래,892 ,1258 ,37792630 
2016,P36,여,외래,678 ,928 ,24208050 
2016,P36,남,입원,924 ,1162 ,3264610240 
2016,P36,여,입원,765 ,940 ,2353648260 
2016,P37,남,외래,66 ,100 ,7018430 
2016,P37,여,외래,54 ,82 ,1766580 
2016,P37,남,입원,7 ,7 ,20406270 
2016,P37,여,입원,5 ,9 ,164394310 
2016,P38,남,외래,7991 ,20959 ,365848230 
2016,P38,여,외래,7783 ,20014 ,348449060 
2016,P38,남,입원,59 ,60 ,103350270 
2016,P38,여,입원,41 ,43 ,69597990 
2016,P39,남,외래,4102 ,6968 ,106106160 
2016,P39,여,외래,3341 ,5209 ,79563770 
2016,P39,남,입원,219 ,243 ,407459760 
2016,P39,여,입원,166 ,180 ,305707660 
2016,P50,남,외래,4 ,6 ,219790 
2016,P50,여,외래,6 ,11 ,203690 
2016,P50,남,입원,6 ,6 ,9805500 
2016,P50,여,입원,2 ,2 ,26022130 
2016,P51,남,외래,306 ,403 ,7620380 
2016,P51,여,외래,292 ,395 ,7259120 
2016,P51,남,입원,2 ,2 ,178910 
2016,P51,여,입원,4 ,4 ,6781920 
2016,P52,남,외래,243 ,1911 ,71709930 
2016,P52,여,외래,183 ,890 ,31597940 
2016,P52,남,입원,34 ,69 ,167922290 
2016,P52,여,입원,34 ,40 ,278303560 
2016,P53,남,외래,6 ,10 ,194070 
2016,P53,여,외래,5 ,7 ,107220 
2016,P53,남,입원,1 ,1 ,2464620 
2016,P53,여,입원,1 ,1 ,8245100 
2016,P54,남,외래,144 ,204 ,4984050 
2016,P54,여,외래,187 ,235 ,4966600 
2016,P54,남,입원,96 ,106 ,244390030 
2016,P54,여,입원,78 ,87 ,175642030 
2016,P55,남,외래,82 ,145 ,4463130 
2016,P55,여,외래,76 ,101 ,2459990 
2016,P55,남,입원,20 ,20 ,42312970 
2016,P55,여,입원,24 ,25 ,42138600 
2016,P56,여,외래,2 ,3 ,45000 
2016,P56,남,입원,3 ,10 ,216751240 
2016,P56,여,입원,3 ,3 ,6186090 
2016,P57,남,외래,76 ,132 ,2453290 
2016,P57,여,외래,45 ,104 ,4002890 
2016,P57,남,입원,10 ,11 ,14631230 
2016,P57,여,입원,4 ,4 ,2523150 
2016,P58,남,외래,87 ,114 ,2417300 
2016,P58,여,외래,61 ,82 ,1651820 
2016,P58,남,입원,38 ,39 ,33414660 
2016,P58,여,입원,37 ,39 ,56564650 
2016,P59,남,외래,23310 ,89767 ,1495633840 
2016,P59,여,외래,19617 ,72477 ,1201703500 
2016,P59,남,입원,3332 ,10604 ,5928464250 
2016,P59,여,입원,2825 ,8471 ,4723095040 
2016,P60,남,외래,1 ,1 ,15620 
2016,P60,여,외래,1 ,1 ,20130 
2016,P60,남,입원,7 ,7 ,69888730 
2016,P60,여,입원,6 ,6 ,51680380 
2016,P61,남,외래,195 ,423 ,41976290 
2016,P61,여,외래,179 ,358 ,21113290 
2016,P61,남,입원,72 ,88 ,196744520 
2016,P61,여,입원,55 ,65 ,176850340 
2016,P70,남,외래,442 ,733 ,16061960 
2016,P70,여,외래,419 ,662 ,17641350 
2016,P70,남,입원,550 ,855 ,873565850 
2016,P70,여,입원,513 ,776 ,873794890 
2016,P71,남,외래,181 ,306 ,9825600 
2016,P71,여,외래,108 ,172 ,5534740 
2016,P71,남,입원,55 ,57 ,155759750 
2016,P71,여,입원,27 ,28 ,101099560 
2016,P72,남,외래,612 ,1112 ,46738070 
2016,P72,여,외래,567 ,993 ,40307690 
2016,P72,남,입원,55 ,58 ,33896190 
2016,P72,여,입원,62 ,71 ,82623880 
2016,P74,남,외래,202 ,289 ,7891720 
2016,P74,여,외래,192 ,249 ,7972030 
2016,P74,남,입원,52 ,54 ,110482930 
2016,P74,여,입원,63 ,68 ,118564690 
2016,P75,남,외래,2 ,4 ,54280 
2016,P75,여,외래,4 ,4 ,105830 
2016,P75,남,입원,2 ,3 ,66842420 
2016,P76,남,외래,75 ,159 ,6442820 
2016,P76,여,외래,77 ,140 ,4877430 
2016,P76,남,입원,36 ,41 ,299911570 
2016,P76,여,입원,33 ,37 ,108053160 
2016,P77,남,외래,48 ,100 ,9899570 
2016,P77,여,외래,46 ,105 ,8734080 
2016,P77,남,입원,49 ,63 ,1085803940 
2016,P77,여,입원,32 ,40 ,603150010 
2016,P78,남,외래,1057 ,1477 ,27534530 
2016,P78,여,외래,1021 ,1450 ,26673870 
2016,P78,남,입원,112 ,124 ,429582940 
2016,P78,여,입원,122 ,133 ,344232810 
2016,P80,남,외래,25 ,30 ,726540 
2016,P80,여,외래,30 ,36 ,893780 
2016,P80,남,입원,9 ,10 ,11315000 
2016,P80,여,입원,10 ,10 ,17275250 
2016,P81,남,외래,358 ,427 ,9167670 
2016,P81,여,외래,306 ,369 ,8190670 
2016,P81,남,입원,208 ,237 ,307245450 
2016,P81,여,입원,145 ,168 ,188020660 
2016,P83,남,외래,5968 ,11513 ,272829130 
2016,P83,여,외래,3553 ,7607 ,137906190 
2016,P83,남,입원,495 ,512 ,620632880 
2016,P83,여,입원,33 ,35 ,121926640 
2016,P90,남,외래,388 ,1291 ,69122430 
2016,P90,여,외래,274 ,905 ,59208420 
2016,P90,남,입원,220 ,321 ,933175920 
2016,P90,여,입원,149 ,176 ,677324000 
2016,P91,남,외래,547 ,6703 ,277039810 
2016,P91,여,외래,460 ,4494 ,189212320 
2016,P91,남,입원,77 ,513 ,842130070 
2016,P91,여,입원,81 ,468 ,1114327370 
2016,P92,남,외래,4735 ,6910 ,118651280 
2016,P92,여,외래,4686 ,6840 ,114272480 
2016,P92,남,입원,259 ,301 ,644939220 
2016,P92,여,입원,269 ,316 ,635964020 
2016,P93,남,외래,1 ,1 ,0 
2016,P93,여,외래,1 ,1 ,13100 
2016,P93,남,입원,1 ,1 ,91230 
2016,P93,여,입원,1 ,1 ,253330 
2016,P94,남,외래,107 ,1062 ,42453560 
2016,P94,여,외래,107 ,712 ,33950000 
2016,P94,남,입원,23 ,40 ,120941880 
2016,P94,여,입원,23 ,25 ,102524560 
